num_dealer,region_dealer,code_piece,libelle_piece,quantite_piece,prix_unitaire_ht,id_facture,date_facture,categorie_piece,taux_remise
4009,Occitanie,P9401,Pneumatique,2,154.09,F957010,2021-07-16,Accessoires,24.01
6699,Île-de-France,P4904,Électronique,62,837.04,F315456,2021-08-27,Accessoires,35.19
6535,Occitanie,P3917,Embrayage,54,292.9,F945373,2021-02-10,Carrosserie,22.74
7318,Île-de-France,P5646,Embrayage,92,334.89,F152366,2020-09-16,Accessoires,18.44
4367,Auvergne-Rhône-Alpes,P4355,Pneumatique,44,658.47,F845595,2020-12-02,Carrosserie,34.89
7039,Occitanie,P3637,Moteur,36,836.38,F751853,2019-10-02,Accessoires,36.11
1331,Auvergne-Rhône-Alpes,P1918,Frein,25,758.28,F945537,2021-05-11,Électronique,16.76
5142,Île-de-France,P8640,Électronique,11,92.21,F836184,2019-07-12,Électronique,31.21
3933,Auvergne-Rhône-Alpes,P2890,Embrayage,96,966.39,F345998,2021-10-04,Accessoires,36.26
5984,Occitanie,P3020,Suspension,52,950.76,F591232,2020-06-20,Mécanique,25.51
3639,Île-de-France,P6919,Frein,40,444.75,F159682,2021-10-28,Carrosserie,22.37
6021,Nouvelle-Aquitaine,P8954,Moteur,73,541.85,F683593,2020-11-13,Accessoires,13.02
9770,Provence-Alpes-Côte d'Azur,P7124,Transmission,2,807.99,F429519,2021-12-18,Accessoires,24.48
1435,Île-de-France,P6877,Moteur,65,683.57,F758766,2020-04-19,Électronique,24.32
4538,Provence-Alpes-Côte d'Azur,P7069,Embrayage,37,488.93,F838728,2021-11-25,Accessoires,15.58
4169,Occitanie,P4757,Frein,1,942.93,F267983,2021-12-22,Électronique,8.36
6072,Nouvelle-Aquitaine,P4878,Moteur,44,110.92,F438145,2019-12-18,Carrosserie,7.97
1126,Provence-Alpes-Côte d'Azur,P1137,Pneumatique,56,388.0,F288869,2019-01-20,Mécanique,15.42
5698,Nouvelle-Aquitaine,P7991,Frein,82,848.21,F196246,2020-11-07,Accessoires,29.1
7053,Nouvelle-Aquitaine,P4983,Frein,87,945.46,F723293,2020-08-24,Mécanique,12.2
7459,Occitanie,P3436,Frein,53,299.01,F145970,2021-03-22,Carrosserie,24.12
9110,Auvergne-Rhône-Alpes,P2225,Frein,81,524.71,F815805,2019-11-24,Électronique,19.69
8919,Nouvelle-Aquitaine,P6607,Transmission,44,235.12,F639567,2021-04-10,Mécanique,21.58
7538,Auvergne-Rhône-Alpes,P9891,Frein,4,455.48,F595359,2019-11-09,Mécanique,11.84
9434,Nouvelle-Aquitaine,P5062,Embrayage,26,699.78,F477330,2020-08-19,Mécanique,17.54
8931,Provence-Alpes-Côte d'Azur,P3357,Pneumatique,49,733.62,F993095,2021-01-25,Mécanique,8.84
8457,Nouvelle-Aquitaine,P7643,Suspension,49,264.7,F758341,2021-10-18,Carrosserie,35.61
2339,Provence-Alpes-Côte d'Azur,P6688,Électronique,99,596.24,F815525,2020-10-31,Électronique,46.81
6876,Provence-Alpes-Côte d'Azur,P8286,Frein,14,133.93,F160517,2020-05-07,Mécanique,26.84
5457,Île-de-France,P7874,Frein,37,69.37,F976044,2020-08-21,Accessoires,44.01
2241,Auvergne-Rhône-Alpes,P5124,Embrayage,70,755.26,F678404,2020-04-29,Électronique,23.22
7004,Auvergne-Rhône-Alpes,P6408,Embrayage,75,707.34,F738026,2021-11-11,Accessoires,1.51
4276,Provence-Alpes-Côte d'Azur,P3688,Moteur,60,762.55,F357184,2021-04-29,Carrosserie,23.9
4027,Provence-Alpes-Côte d'Azur,P2323,Moteur,33,458.01,F223866,2021-11-29,Électronique,24.15
2719,Occitanie,P4587,Pneumatique,35,463.96,F537029,2019-12-21,Accessoires,39.88
9571,Nouvelle-Aquitaine,P9935,Suspension,76,562.37,F113338,2021-07-09,Mécanique,45.28
2192,Occitanie,P9535,Électronique,1,988.89,F445416,2021-04-24,Mécanique,45.95
4809,Occitanie,P3003,Frein,33,58.59,F631080,2020-09-10,Mécanique,12.13
1384,Provence-Alpes-Côte d'Azur,P6573,Suspension,91,448.24,F529954,2021-12-16,Électronique,36.28
7887,Provence-Alpes-Côte d'Azur,P3048,Moteur,79,180.74,F563153,2021-08-29,Électronique,49.14
4016,Occitanie,P3466,Pneumatique,14,363.97,F750828,2020-02-05,Électronique,23.12
8188,Auvergne-Rhône-Alpes,P2489,Pneumatique,81,167.59,F754424,2020-11-06,Carrosserie,31.44
5313,Île-de-France,P3088,Embrayage,78,629.69,F871452,2019-01-29,Mécanique,42.2
6448,Auvergne-Rhône-Alpes,P5982,Suspension,97,536.53,F159466,2020-11-21,Accessoires,18.07
1064,Nouvelle-Aquitaine,P4461,Électronique,77,530.37,F529327,2020-04-23,Carrosserie,37.94
4284,Provence-Alpes-Côte d'Azur,P7029,Transmission,4,683.11,F591515,2021-11-06,Accessoires,45.22
8318,Nouvelle-Aquitaine,P8979,Moteur,37,223.67,F519246,2020-07-24,Électronique,40.5
9346,Île-de-France,P8885,Suspension,64,692.72,F332176,2019-06-19,Carrosserie,48.02
2224,Occitanie,P2415,Suspension,48,763.67,F667036,2020-06-22,Électronique,14.93
9673,Île-de-France,P2806,Frein,67,77.12,F735128,2020-06-21,Mécanique,37.41
6057,Auvergne-Rhône-Alpes,P1668,Moteur,66,838.25,F150601,2019-04-27,Accessoires,32.75
7922,Provence-Alpes-Côte d'Azur,P3596,Suspension,84,82.29,F365153,2019-07-27,Électronique,44.89
3650,Occitanie,P4531,Moteur,48,809.87,F813286,2020-08-30,Mécanique,43.85
2223,Provence-Alpes-Côte d'Azur,P3431,Électronique,16,505.05,F295652,2021-08-26,Carrosserie,13.87
1687,Provence-Alpes-Côte d'Azur,P2828,Suspension,90,599.26,F574447,2020-03-04,Accessoires,41.56
4610,Auvergne-Rhône-Alpes,P1213,Embrayage,69,348.68,F798547,2021-08-09,Électronique,13.78
2499,Auvergne-Rhône-Alpes,P6998,Suspension,97,899.02,F367500,2019-06-02,Accessoires,48.63
6647,Auvergne-Rhône-Alpes,P8859,Électronique,7,161.03,F947046,2020-01-11,Mécanique,6.29
8326,Auvergne-Rhône-Alpes,P7326,Transmission,68,504.38,F443158,2020-01-20,Électronique,34.96
5518,Occitanie,P4840,Pneumatique,16,372.67,F291094,2020-05-08,Mécanique,14.96
8087,Nouvelle-Aquitaine,P2654,Pneumatique,64,133.09,F670385,2019-11-03,Électronique,30.2
4893,Nouvelle-Aquitaine,P4313,Frein,67,447.21,F446363,2020-10-15,Électronique,45.37
3044,Auvergne-Rhône-Alpes,P7890,Embrayage,66,666.14,F591254,2020-04-01,Électronique,3.61
3385,Provence-Alpes-Côte d'Azur,P4624,Moteur,31,754.0,F435485,2020-06-16,Accessoires,43.61
6258,Occitanie,P2105,Moteur,25,300.0,F635450,2021-02-27,Mécanique,28.48
8207,Provence-Alpes-Côte d'Azur,P1803,Transmission,55,562.74,F472199,2020-04-01,Mécanique,13.22
5963,Auvergne-Rhône-Alpes,P7967,Frein,88,885.49,F704954,2019-02-04,Mécanique,26.87
6485,Occitanie,P4268,Suspension,2,674.93,F484419,2020-11-05,Accessoires,27.25
2280,Île-de-France,P3144,Électronique,85,978.8,F203994,2021-06-22,Mécanique,44.03
8524,Île-de-France,P5060,Transmission,67,369.05,F359705,2021-06-18,Mécanique,36.69
7431,Occitanie,P2766,Suspension,22,920.16,F988094,2019-12-02,Carrosserie,44.76
3502,Auvergne-Rhône-Alpes,P7938,Moteur,42,545.45,F423053,2019-08-01,Électronique,8.46
3179,Île-de-France,P9868,Suspension,78,539.46,F737654,2021-10-02,Mécanique,2.54
7379,Provence-Alpes-Côte d'Azur,P2727,Pneumatique,71,61.1,F989807,2021-01-02,Électronique,29.87
7308,Île-de-France,P1454,Embrayage,18,800.34,F476064,2020-03-12,Électronique,46.71
2745,Île-de-France,P1709,Frein,66,754.06,F917078,2019-10-04,Mécanique,32.96
7929,Île-de-France,P2754,Embrayage,18,401.81,F315068,2019-02-10,Carrosserie,13.67
7400,Île-de-France,P6062,Transmission,73,724.56,F890780,2020-04-06,Électronique,38.1
5530,Occitanie,P8188,Suspension,77,758.16,F346731,2019-06-01,Carrosserie,20.71
3800,Provence-Alpes-Côte d'Azur,P5497,Frein,78,297.48,F985010,2021-02-23,Électronique,28.64
4410,Provence-Alpes-Côte d'Azur,P5040,Frein,50,164.53,F703712,2019-06-06,Mécanique,30.81
7526,Nouvelle-Aquitaine,P9956,Moteur,54,524.12,F786251,2020-08-25,Carrosserie,15.04
5174,Auvergne-Rhône-Alpes,P5800,Embrayage,4,981.02,F448115,2019-11-03,Électronique,0.5
2833,Nouvelle-Aquitaine,P4481,Pneumatique,25,589.21,F929846,2020-06-28,Carrosserie,26.2
2432,Auvergne-Rhône-Alpes,P9473,Moteur,68,173.89,F525443,2021-06-02,Électronique,44.66
4376,Provence-Alpes-Côte d'Azur,P6011,Suspension,80,313.91,F636799,2020-05-09,Accessoires,49.35
3175,Auvergne-Rhône-Alpes,P6698,Frein,62,560.26,F436832,2021-02-28,Électronique,2.69
3996,Île-de-France,P6912,Transmission,99,548.1,F993329,2019-04-08,Électronique,41.23
5106,Occitanie,P2689,Pneumatique,21,775.43,F619467,2021-02-04,Carrosserie,45.45
4046,Nouvelle-Aquitaine,P5041,Embrayage,18,407.64,F331583,2020-09-19,Électronique,48.04
5668,Auvergne-Rhône-Alpes,P3791,Suspension,47,574.78,F913556,2019-11-03,Électronique,20.03
2632,Île-de-France,P5216,Suspension,85,798.99,F618849,2019-11-08,Électronique,44.22
4471,Nouvelle-Aquitaine,P3244,Suspension,11,509.75,F652295,2021-05-21,Mécanique,9.55
1028,Nouvelle-Aquitaine,P8142,Moteur,61,68.14,F858097,2019-06-02,Accessoires,21.79
3248,Provence-Alpes-Côte d'Azur,P2680,Transmission,30,188.4,F759507,2020-01-05,Carrosserie,22.42
1504,Île-de-France,P9595,Embrayage,31,934.12,F465238,2019-07-08,Carrosserie,27.98
7216,Nouvelle-Aquitaine,P9094,Pneumatique,69,996.57,F229568,2020-12-09,Mécanique,29.51
6823,Provence-Alpes-Côte d'Azur,P8039,Pneumatique,1,117.09,F656597,2021-06-01,Électronique,11.8
1736,Occitanie,P1205,Transmission,41,132.94,F611629,2021-07-18,Accessoires,30.55
7821,Auvergne-Rhône-Alpes,P1640,Électronique,44,146.79,F997726,2021-02-25,Accessoires,23.12
9065,Île-de-France,P1591,Pneumatique,93,131.42,F441555,2020-12-07,Électronique,49.87
3849,Auvergne-Rhône-Alpes,P8545,Électronique,49,941.14,F737077,2021-03-22,Mécanique,10.02
2857,Auvergne-Rhône-Alpes,P8084,Frein,44,98.74,F358995,2021-01-22,Carrosserie,15.08
4159,Île-de-France,P6544,Électronique,63,123.37,F428820,2020-06-07,Mécanique,33.47
6178,Occitanie,P9275,Transmission,6,368.42,F479222,2020-09-19,Carrosserie,28.31
1511,Occitanie,P3607,Moteur,80,701.42,F935820,2020-01-08,Mécanique,6.27
1145,Île-de-France,P3749,Moteur,87,706.47,F526250,2021-05-14,Accessoires,19.29
9828,Nouvelle-Aquitaine,P1581,Électronique,70,827.17,F909405,2020-03-27,Accessoires,11.1
1994,Auvergne-Rhône-Alpes,P6599,Suspension,15,395.35,F147328,2020-07-02,Carrosserie,26.31
8402,Occitanie,P7350,Embrayage,12,628.1,F907849,2021-11-19,Électronique,23.9
5122,Île-de-France,P8567,Embrayage,20,131.84,F998589,2021-08-18,Électronique,28.87
7178,Île-de-France,P4566,Suspension,61,276.49,F319157,2021-03-26,Électronique,47.0
5545,Auvergne-Rhône-Alpes,P5013,Transmission,27,77.17,F278219,2021-05-15,Mécanique,35.96
3540,Île-de-France,P8666,Transmission,34,581.01,F791982,2019-02-25,Accessoires,6.4
7521,Île-de-France,P6411,Embrayage,41,987.78,F165357,2021-12-15,Électronique,27.73
1968,Provence-Alpes-Côte d'Azur,P9857,Embrayage,56,835.47,F732713,2020-04-29,Mécanique,0.92
1036,Île-de-France,P9344,Embrayage,85,829.79,F879139,2021-06-24,Mécanique,41.74
6753,Île-de-France,P3952,Frein,28,300.7,F234991,2020-12-04,Accessoires,16.05
1330,Provence-Alpes-Côte d'Azur,P5322,Frein,22,819.78,F351384,2019-10-27,Accessoires,24.92
8964,Île-de-France,P4047,Moteur,95,947.23,F403813,2019-07-20,Mécanique,41.03
8894,Occitanie,P5767,Suspension,75,70.11,F550686,2020-11-08,Accessoires,0.97
5418,Provence-Alpes-Côte d'Azur,P5976,Moteur,40,118.51,F829077,2020-01-01,Accessoires,31.6
8647,Île-de-France,P4914,Embrayage,35,727.15,F402112,2019-08-13,Accessoires,16.31
9743,Provence-Alpes-Côte d'Azur,P7743,Transmission,44,241.59,F215615,2020-01-18,Accessoires,35.08
5931,Auvergne-Rhône-Alpes,P9686,Embrayage,89,999.78,F421796,2020-04-16,Mécanique,4.55
7897,Occitanie,P2157,Pneumatique,73,162.59,F905702,2020-05-16,Carrosserie,14.85
2993,Auvergne-Rhône-Alpes,P6706,Frein,72,776.1,F799432,2019-06-01,Carrosserie,23.85
3484,Île-de-France,P2827,Pneumatique,35,797.39,F640855,2021-04-12,Électronique,18.1
4737,Provence-Alpes-Côte d'Azur,P9198,Moteur,47,853.85,F181703,2021-03-08,Carrosserie,17.01
1246,Nouvelle-Aquitaine,P1131,Transmission,86,79.65,F468103,2020-08-07,Électronique,21.13
5535,Nouvelle-Aquitaine,P9851,Suspension,66,243.4,F581226,2021-02-28,Électronique,42.73
4429,Occitanie,P9836,Frein,88,820.95,F590880,2020-11-12,Mécanique,35.26
5361,Auvergne-Rhône-Alpes,P8853,Suspension,36,573.54,F693535,2020-07-09,Électronique,44.4
6889,Provence-Alpes-Côte d'Azur,P2267,Transmission,62,944.83,F433027,2021-03-21,Mécanique,16.45
5528,Auvergne-Rhône-Alpes,P7437,Pneumatique,19,442.38,F940174,2019-05-16,Carrosserie,48.6
5541,Provence-Alpes-Côte d'Azur,P2016,Frein,9,987.34,F687398,2019-04-17,Mécanique,33.11
8325,Occitanie,P6584,Électronique,50,687.22,F715169,2020-08-17,Carrosserie,7.37
5213,Nouvelle-Aquitaine,P1732,Frein,34,503.99,F275163,2021-09-25,Électronique,48.36
9116,Provence-Alpes-Côte d'Azur,P6144,Moteur,8,816.39,F598437,2021-10-18,Électronique,42.1
4244,Occitanie,P2839,Pneumatique,3,974.46,F775980,2021-09-28,Accessoires,17.25
5381,Île-de-France,P6255,Transmission,6,962.36,F235040,2020-09-04,Carrosserie,14.55
9260,Auvergne-Rhône-Alpes,P1933,Embrayage,22,284.32,F340028,2020-11-14,Mécanique,27.6
9632,Auvergne-Rhône-Alpes,P5780,Suspension,77,99.56,F650641,2020-05-21,Électronique,39.96
1947,Nouvelle-Aquitaine,P6316,Frein,2,759.35,F846593,2021-07-13,Mécanique,10.49
1094,Provence-Alpes-Côte d'Azur,P1283,Frein,66,849.78,F234552,2019-05-19,Accessoires,42.92
7626,Île-de-France,P2685,Frein,84,317.68,F946859,2021-07-30,Carrosserie,24.2
7887,Auvergne-Rhône-Alpes,P9755,Transmission,38,295.82,F769737,2019-11-19,Mécanique,37.56
5250,Nouvelle-Aquitaine,P6048,Transmission,39,723.41,F558490,2020-03-22,Électronique,32.16
2909,Occitanie,P5511,Électronique,27,962.35,F646009,2021-05-21,Électronique,47.04
6608,Provence-Alpes-Côte d'Azur,P8162,Frein,41,823.75,F803259,2021-02-06,Carrosserie,18.25
9942,Nouvelle-Aquitaine,P4197,Transmission,48,875.63,F530891,2019-11-05,Accessoires,14.27
3495,Nouvelle-Aquitaine,P1938,Suspension,81,988.29,F885584,2021-08-22,Accessoires,0.53
2050,Occitanie,P5398,Électronique,46,54.79,F732812,2020-03-30,Carrosserie,41.65
9868,Auvergne-Rhône-Alpes,P8740,Suspension,54,844.63,F290604,2021-02-07,Électronique,3.17
9528,Nouvelle-Aquitaine,P4959,Pneumatique,65,148.47,F312092,2021-10-30,Accessoires,5.38
6581,Île-de-France,P1749,Électronique,34,844.24,F914338,2021-06-04,Accessoires,20.46
8785,Nouvelle-Aquitaine,P7608,Pneumatique,9,945.23,F964312,2020-08-03,Mécanique,16.39
4273,Auvergne-Rhône-Alpes,P3973,Pneumatique,89,621.88,F940705,2019-10-19,Électronique,4.58
7722,Nouvelle-Aquitaine,P2631,Pneumatique,31,188.12,F254786,2019-12-10,Accessoires,19.94
5213,Auvergne-Rhône-Alpes,P6447,Pneumatique,20,884.85,F840779,2019-08-18,Carrosserie,35.41
7565,Île-de-France,P2612,Embrayage,29,763.18,F461658,2019-06-05,Électronique,31.38
3931,Auvergne-Rhône-Alpes,P5152,Pneumatique,77,992.82,F804020,2019-08-21,Carrosserie,43.69
4733,Provence-Alpes-Côte d'Azur,P1394,Pneumatique,42,204.92,F132674,2020-08-23,Carrosserie,13.15
8262,Nouvelle-Aquitaine,P6695,Moteur,93,50.53,F468158,2021-10-11,Accessoires,32.25
2286,Provence-Alpes-Côte d'Azur,P6469,Pneumatique,95,117.83,F253601,2020-10-24,Carrosserie,0.84
7612,Provence-Alpes-Côte d'Azur,P8758,Électronique,100,525.19,F790378,2020-04-03,Accessoires,33.29
7839,Provence-Alpes-Côte d'Azur,P5030,Transmission,44,386.93,F272972,2019-05-26,Électronique,13.98
3868,Auvergne-Rhône-Alpes,P1477,Frein,1,372.61,F238438,2019-09-19,Carrosserie,24.56
5031,Auvergne-Rhône-Alpes,P7753,Pneumatique,60,940.69,F102126,2021-03-31,Électronique,47.66
4161,Occitanie,P5406,Frein,38,352.36,F569345,2021-01-27,Mécanique,4.9
7011,Île-de-France,P2874,Électronique,75,131.1,F439404,2021-04-24,Carrosserie,34.46
2417,Île-de-France,P1457,Électronique,47,435.84,F448539,2019-02-21,Carrosserie,8.28
4020,Occitanie,P1048,Électronique,26,549.58,F237564,2020-03-16,Carrosserie,26.62
6793,Île-de-France,P1109,Suspension,61,176.31,F895230,2020-06-24,Électronique,37.41
4359,Nouvelle-Aquitaine,P5136,Électronique,31,50.85,F405933,2019-02-27,Électronique,28.2
2381,Île-de-France,P4214,Suspension,28,569.26,F987094,2021-12-03,Mécanique,45.11
2098,Île-de-France,P6146,Moteur,51,190.33,F989717,2019-03-30,Électronique,1.67
7421,Auvergne-Rhône-Alpes,P4108,Embrayage,98,849.67,F659831,2020-07-12,Carrosserie,30.64
5312,Provence-Alpes-Côte d'Azur,P1813,Suspension,92,415.27,F912517,2019-08-31,Mécanique,35.34
9796,Occitanie,P3813,Frein,96,96.58,F963612,2021-10-18,Électronique,35.84
7742,Occitanie,P8765,Suspension,25,484.45,F811866,2021-12-25,Carrosserie,18.02
2422,Auvergne-Rhône-Alpes,P3504,Électronique,35,810.39,F628596,2021-08-19,Électronique,42.23
7552,Occitanie,P5880,Transmission,53,61.28,F505940,2021-11-09,Mécanique,23.47
6811,Auvergne-Rhône-Alpes,P6132,Transmission,51,935.79,F401752,2020-01-02,Carrosserie,42.41
6912,Auvergne-Rhône-Alpes,P6944,Frein,22,127.02,F927405,2019-10-25,Carrosserie,2.39
4766,Auvergne-Rhône-Alpes,P1333,Suspension,74,834.92,F294713,2021-02-23,Carrosserie,9.77
9353,Occitanie,P4622,Électronique,43,359.44,F710096,2020-06-21,Carrosserie,33.3
6189,Provence-Alpes-Côte d'Azur,P9211,Moteur,13,436.02,F128120,2020-10-28,Accessoires,40.17
7398,Île-de-France,P4460,Moteur,78,386.48,F906570,2019-11-10,Mécanique,15.0
2981,Provence-Alpes-Côte d'Azur,P7181,Frein,32,832.37,F185733,2021-04-22,Mécanique,31.43
9181,Auvergne-Rhône-Alpes,P6552,Pneumatique,4,737.33,F649824,2020-05-22,Accessoires,14.7
2358,Occitanie,P3242,Pneumatique,75,521.17,F839090,2020-09-30,Carrosserie,45.89
6943,Auvergne-Rhône-Alpes,P6865,Embrayage,20,993.75,F565382,2021-06-18,Mécanique,36.9
2514,Occitanie,P1216,Pneumatique,17,891.38,F653521,2021-07-03,Carrosserie,32.91
7579,Île-de-France,P9110,Suspension,7,693.69,F408485,2020-02-02,Carrosserie,1.28
3347,Nouvelle-Aquitaine,P6148,Frein,59,394.39,F712607,2019-01-17,Électronique,39.34
7707,Provence-Alpes-Côte d'Azur,P4108,Électronique,37,191.49,F245925,2019-12-09,Accessoires,39.12
7267,Île-de-France,P4603,Électronique,92,890.46,F162557,2019-11-24,Accessoires,8.48
9137,Provence-Alpes-Côte d'Azur,P6250,Électronique,25,972.5,F462177,2021-03-09,Mécanique,44.97
6323,Provence-Alpes-Côte d'Azur,P3894,Frein,44,179.24,F313751,2019-07-21,Accessoires,7.66
4108,Provence-Alpes-Côte d'Azur,P1559,Électronique,22,933.2,F414057,2020-02-03,Mécanique,32.25
8715,Île-de-France,P8215,Pneumatique,46,449.51,F789969,2020-05-28,Accessoires,3.55
5654,Provence-Alpes-Côte d'Azur,P4022,Pneumatique,97,864.41,F111453,2021-08-14,Mécanique,14.39
3037,Occitanie,P6477,Électronique,36,598.63,F749086,2019-12-03,Mécanique,43.12
1893,Île-de-France,P3988,Transmission,53,328.65,F990342,2020-09-06,Mécanique,4.92
5615,Auvergne-Rhône-Alpes,P2803,Suspension,88,947.1,F525228,2021-05-09,Électronique,38.07
8477,Île-de-France,P6260,Moteur,72,766.83,F267638,2019-06-17,Accessoires,0.2
1198,Nouvelle-Aquitaine,P6608,Transmission,35,743.95,F940326,2021-10-13,Électronique,16.52
3017,Occitanie,P1793,Transmission,64,239.55,F884322,2020-01-15,Accessoires,18.88
5515,Nouvelle-Aquitaine,P3152,Électronique,100,281.33,F151612,2019-05-01,Mécanique,18.4
5011,Occitanie,P3644,Pneumatique,80,636.86,F710019,2020-03-16,Mécanique,8.56
4274,Auvergne-Rhône-Alpes,P3602,Électronique,35,621.83,F425120,2019-02-18,Mécanique,44.89
9188,Nouvelle-Aquitaine,P1566,Frein,66,81.83,F170191,2019-03-10,Mécanique,30.88
7050,Auvergne-Rhône-Alpes,P5187,Transmission,40,84.25,F975459,2019-05-03,Électronique,39.76
7250,Auvergne-Rhône-Alpes,P8486,Frein,97,832.71,F783589,2019-02-19,Électronique,25.69
3248,Occitanie,P1721,Électronique,71,757.56,F586774,2021-02-23,Mécanique,37.99
8340,Provence-Alpes-Côte d'Azur,P3187,Électronique,43,271.91,F211994,2021-03-18,Accessoires,12.36
2692,Nouvelle-Aquitaine,P8421,Embrayage,100,666.9,F134428,2019-08-23,Électronique,4.69
5209,Provence-Alpes-Côte d'Azur,P9317,Frein,66,368.33,F463777,2019-03-16,Mécanique,41.94
9878,Nouvelle-Aquitaine,P3435,Transmission,50,462.15,F674908,2020-03-22,Électronique,9.28
2371,Nouvelle-Aquitaine,P5778,Embrayage,91,805.6,F825435,2020-08-30,Accessoires,45.07
8370,Île-de-France,P4399,Frein,38,350.68,F918592,2021-07-23,Électronique,25.63
4254,Provence-Alpes-Côte d'Azur,P5251,Pneumatique,54,864.15,F902273,2021-09-19,Mécanique,39.72
9033,Nouvelle-Aquitaine,P5503,Embrayage,76,347.55,F375245,2019-09-08,Accessoires,1.57
3376,Occitanie,P7283,Électronique,79,875.06,F392876,2019-12-29,Accessoires,13.48
7619,Nouvelle-Aquitaine,P2184,Suspension,82,599.48,F805960,2020-03-11,Accessoires,47.77
3624,Nouvelle-Aquitaine,P7984,Embrayage,63,445.45,F866278,2020-11-28,Mécanique,46.62
2160,Nouvelle-Aquitaine,P5879,Électronique,89,237.26,F970441,2020-01-21,Électronique,16.95
1629,Auvergne-Rhône-Alpes,P9646,Transmission,48,582.81,F308554,2020-04-21,Carrosserie,8.17
6835,Provence-Alpes-Côte d'Azur,P1335,Frein,57,445.64,F446422,2020-11-29,Mécanique,0.72
3874,Nouvelle-Aquitaine,P5151,Pneumatique,14,820.89,F169443,2021-06-07,Accessoires,34.76
9598,Auvergne-Rhône-Alpes,P9169,Frein,94,563.98,F429451,2020-10-13,Carrosserie,25.13
8082,Occitanie,P6516,Transmission,63,200.19,F330835,2019-08-19,Carrosserie,8.72
3052,Occitanie,P6570,Transmission,35,778.69,F243851,2019-07-15,Carrosserie,34.49
1908,Provence-Alpes-Côte d'Azur,P5935,Pneumatique,5,180.08,F807411,2019-06-03,Carrosserie,33.45
3880,Auvergne-Rhône-Alpes,P7733,Suspension,3,542.43,F291508,2021-07-18,Accessoires,20.7
6655,Provence-Alpes-Côte d'Azur,P5106,Frein,4,864.34,F376754,2021-01-03,Électronique,46.24
3277,Nouvelle-Aquitaine,P8862,Embrayage,33,286.23,F966029,2020-09-01,Mécanique,29.77
9578,Île-de-France,P4047,Électronique,58,826.89,F158987,2019-03-02,Carrosserie,24.75
6514,Occitanie,P6066,Frein,93,55.26,F940417,2021-04-07,Accessoires,17.6
5368,Provence-Alpes-Côte d'Azur,P9979,Électronique,61,127.35,F768044,2021-05-05,Électronique,33.73
5941,Île-de-France,P3207,Électronique,29,893.8,F165061,2020-11-13,Carrosserie,12.17
4544,Occitanie,P5855,Suspension,36,789.24,F292160,2020-01-07,Électronique,10.72
8498,Nouvelle-Aquitaine,P3262,Pneumatique,10,74.87,F902939,2020-11-14,Électronique,29.73
1759,Occitanie,P7867,Suspension,9,353.4,F286252,2019-07-14,Mécanique,23.72
2932,Occitanie,P5513,Moteur,3,692.06,F215296,2020-05-19,Électronique,44.34
1584,Auvergne-Rhône-Alpes,P8984,Suspension,46,322.06,F809845,2020-08-02,Carrosserie,33.39
2350,Provence-Alpes-Côte d'Azur,P6369,Suspension,90,789.96,F426915,2021-04-30,Carrosserie,27.39
8961,Occitanie,P6935,Embrayage,37,441.83,F215041,2020-10-06,Mécanique,12.78
1807,Nouvelle-Aquitaine,P8255,Frein,22,836.81,F391518,2021-07-08,Accessoires,15.52
7528,Nouvelle-Aquitaine,P8922,Suspension,43,566.66,F217845,2020-10-10,Mécanique,33.34
1625,Auvergne-Rhône-Alpes,P7120,Embrayage,82,178.82,F447769,2019-06-08,Électronique,13.35
5375,Occitanie,P7320,Frein,39,571.29,F685571,2019-12-05,Mécanique,14.62
3380,Occitanie,P8892,Transmission,71,663.17,F366479,2020-08-22,Électronique,40.66
4631,Occitanie,P1560,Suspension,45,866.13,F801660,2019-01-05,Mécanique,11.57
1033,Occitanie,P9684,Frein,83,656.11,F463609,2020-04-21,Carrosserie,15.46
3593,Île-de-France,P5668,Pneumatique,36,233.91,F148987,2021-10-31,Mécanique,2.5
4307,Occitanie,P9603,Moteur,4,987.61,F589591,2020-10-03,Mécanique,21.79
5786,Provence-Alpes-Côte d'Azur,P7588,Moteur,72,75.11,F186822,2021-03-20,Mécanique,3.08
9517,Occitanie,P5396,Moteur,87,621.43,F944782,2021-08-19,Électronique,4.78
7206,Nouvelle-Aquitaine,P3594,Transmission,24,411.93,F177955,2019-07-23,Accessoires,21.26
8709,Île-de-France,P3454,Moteur,100,552.77,F331958,2019-03-12,Accessoires,12.59
1076,Provence-Alpes-Côte d'Azur,P6467,Pneumatique,89,812.54,F843759,2021-01-16,Mécanique,44.95
4243,Occitanie,P1192,Embrayage,99,474.42,F384753,2019-07-30,Électronique,14.3
1887,Auvergne-Rhône-Alpes,P9841,Moteur,51,74.6,F570265,2020-02-02,Électronique,31.37
7836,Occitanie,P2199,Pneumatique,5,509.07,F743743,2020-07-30,Accessoires,20.35
5223,Occitanie,P7705,Frein,82,134.42,F798711,2021-08-09,Accessoires,43.49
2631,Île-de-France,P5666,Moteur,16,212.49,F134058,2020-10-18,Mécanique,16.21
2478,Provence-Alpes-Côte d'Azur,P8030,Électronique,98,206.89,F915490,2020-12-21,Accessoires,29.8
3062,Île-de-France,P9555,Transmission,39,474.56,F205695,2021-03-22,Mécanique,0.57
2794,Provence-Alpes-Côte d'Azur,P8405,Électronique,58,101.57,F936707,2021-03-11,Accessoires,20.17
